First Words
Jarrive
Ok
Coucou
Cest
Ok
Tu
Ma
Oui
Coucou
Coucou
Hey
Roh
Jarrive
Slt
Merci
Ma
On
Moi
Coucou
D'accord
Lol
Oui
Ahh
Quest
A
Wesh
Rien
Vous
Non
Wep
Demain
Normal
Tu
Jpars
Ok
Ouai
Ha
Bah
Ha
Tkt
Tant
Sa
Je
Non
Nan
C'est
Mais
Ouai
Alors
Raconte
Et
Nan
Nan
Nan
Alors
Ouai
Nan
On
Nan
Ouai
B'aahh
Sinn
Concert
C'est
J'adore
C'est
Roooo
Aie
Big
Cc
Je
Coucou
T
Haha
Ta
En
Non
Ca
Oui
Ah
Oui
Et
Ok
Ah
Oui
Cc
Merci
Coucou
Ouaip
Ok
Vas
10
Slt
Plage
Baissez
7
Ramenez
Bah
Pr
Tjs
+
Cc
Ça
Arrête
Jte
Tkt
Ouf
Une
Cc
Pas
Parfait
Il
Coucou
Qd
Oh
Bonne
Coucou
Elle
Coucou
Ok
Desolé
Oui
Ok
Oui
ça
C'est
J'ai
Ok
Oh
Oh
Coucou
Quand
Oui
L'ai
Exactemt
Coucou
Oui
Peut
Ah
J'arrive
T
Salut
Appel
On
On
Suis
C
Malheureusement
Je
J'irai
C'est
A
Lol
Je
Trop
Hep
Pas
bonjour
Tu
Tu
oui
bonne
au
JE
TRENTE
Yes
Je
Hum
Je
:
Je
Mok
J'ai
Quoi
C'est
Bon
5euros
Deux
Jusqu
Tu
Et
J
Ok
Après
<
Oui
T
En
Cc
Oki
Ce
Normalement
J
J
La
J
Oui
J
On
Debout
J
Attends
Plus
C
Tu
Les
J
Je
Mn
La
Si
Mn
A
C
En
Tjrs
Elle
On
J
J
Très
Mais
Mn
Ouiii
Nn
On
Qu'est-ce
Ok
D
Ok
Dsl
T'es
On
J'ai
Comment
Bien
Tu
Oki
Tkt
Bah
Pas
Nan
Ouai
Nan
A
Bin
Tu
A
ça
Coucou
Ah
Coucou
Je
Bsx
Laisse
je
Super
<
si
Tu
Petit
J
Je
J
J
Mais
J
Kois
Moi
Cva
Nn
Je
ça
Je
Tu
30seconds
Tu
On
Je
D
Je
Nn
Fière
Mdr
Comme
Oui
Mais
Dsl
Mdr
?
:
Jsui
LOL
Pck
Ok
Ah
Ok
Heu
coucou
On
Cela
C
Kel
Oui
Oki
Lol
J'ai
Coucou
Tte
Travaillé
Ds
Il
Nn
T
Elle
J
Je
J
Oki
J
Oki
J
Oki
Donne
Appel
J
Regarde
J
J
T
ah
Ben
Prévien
Ouais
Reponse
Super
Nn
Ma
A
Aucune
Je
Dans
Bien
J'en
Mais
Ouai
Ta
Putain
Sa
Men
Sa
Trkl
A
Bah
Eh
En
Okok^^
Mon
Oui
Heu
Navette
Hé
Ha
Pour
Plage
Ha
:
Bonne
Salut
Mouais
Lol
;
Non
Non
Ben
Ramène
C'est
Ben
Merci
On
Merci
Bien
*
:
:
Oui^^
C
Lol
Okok
Ta
Pourquoi
Je
Non
Oui
Non
Ok
T
Bonne
Trop
Oui
Non
ça
Nan
Ah
Ya
Ah
Les
Coucou
Rdv
Ton
Dans
Bon
X
En
Ben
Coucou
La
A
Soit
Meme
Regarde
Les
Putain
Coucou
Ya
Ok.
Ah
XD
Pour
Depuis
En
Bn
Cc
Oula
Et
Mais
Avec
Mais
Nan
Je
Tu
C'est
normalment
Cc
Ouiiiiii
Pg
Mais
Sa
Tme
Je
Je
Ouai
Ok
Me
LOL
Oki
Tu
Tu
Bah
Mouai
Je
La
;
Tel
Nan
Nan
Oui
ca
Cc
Demain
J'vais
Si
Mais
Mais
Tkt
Mais
Je
Je
J'ai
Jtm
Tu
Et
Tfk
Il
Il
Je
J'ai
Je
J'arrive
Ok
Cc
Ou
2mn
Ca
J'arrive
Je
Je
Si
Je
On
J'ai
Je
Je
J'ai
Je
Je
Ont
Je
Quoi
Ta
Montre
Mais
Bis
:
Maman
Stp
Mon
Il
Tu
Je
Je
Je
C
Ok
Te
Ma
Je
Il
Bon
Vas
Je
Pres
Et
Tu
Sailler
Trop
Je
Je
Je
Je
Les
Ta
?
Elle
Je
Ta
Tyrop
Tu
T
J'ai
Allez
Oué
Qui
Pk
Trop
Nn
Ben
Ben
Whesh
Tu
J'etais
A
Trop
Why
Ouè
Ta
Chui
Moi
Je
Tu
On
Ja
C'un
Le
Ta
Je
Ya
C'trop
On
Et
J'men
Il
:
Cc
Cheri
Je
A
Demain
Ou
Mais
Tu
Je
Je
Elle
Dans
Mdr
tes
Arette
T
Cool
What
Lol
Xd
Vien
Ya
Le
Le
Vous
Chez
L'ordi
Il
Ca
Ce
Ont
Mais
Tkt
Mais
Ok
J'ai
Il
La
La
J'aisitye
Bleu
Je
Je
Mais
Elle
Dommage
Mon
Sac
Ya
Ta
Nn
Je
C'fini
Elle
Contente
C
Bonne
Je
Et
Mon
C
Je
Mon
Il
Je
La
J'en
Je
C
Bah
Je
La
Je
Nan
Le
Ile
Si
Le
2a1
J'vais
Ce
Chez
Tout
C'est
Nn
J
Ch
C'est
Tu
Meuf
maman
C'est
Je
Si
C
Elle
Oui
Ok
Il
Hey
Ca
20h15
Bein
Cc
Ok
Tmtc
Ouai
Jy
Jt
Arf
C'est
Coucou
Mdr
Si
Bah
Coucou
Ah
Ok
Coucou
Ok
Avec
Avec
Coucou
Ok
Coucou
Coucou
Ok
Coucou
Je
Ok
Non
Ok
Euh
À
Malheureusement
Heureusement
Oui
Merci
Oh
Ok
Coucou
Euh
Oui
Coucou
Oui
Coucou
Coucou
Je
Oui
Coucou
Coucou
Pas
Coucou
Mdr
Coucou
Coucou
Normalement
As
C'est
Par
Merci
Ils
Coucou
Oui
Pas
Oui
Coucou
Coucou
Désolé
Como
Je
Au
Eh
Nn
Tu
J'ai
Tka
Mais
Arrete
sa
Je
C'est
Kikoulol
ouai
Et
Ok
Et
on
Je
Hello
Trop
Pas
C'est
LOL
Très
Coucou
G
Chant
C
Oui^^
Oui
Alors
L'état
Récupérable
Coucou
C
Meuf
Ben
T
Sans
Combien
Non
0
Zéro
Meme
0
Euuh
~.^
Ah
Ajouter
Comment
Non
Et
Coucou
Cc
Kes
Tme
<
Hey
Ok
Oki^^
Quoi
Tu
Fouuuuuuu
Zetes
Dsl
Bon
Oh
ça
Ct
KEs
Je
Et
Demain
:
Attention
A
Non
Je
Tu
Tous
Avec
Slt
10h10
Ok
Ah
J'en
Ok
Je
Nn
Je
Coucou
Kikou
Dans
:
Ah
T'es
Oh
Y
Salut
Et
Coucou
Abusé
Donnez
On
Ben
Merci
Tout
Parle
Ya
On
Nan
Ouai
Bah
Je
Ouai
Des
Moi
Moi
Moi
Allé
Pas
Salut
Je
Ok
Ben
Mais
Alors
Hep
Et
Mais
Ah
Ben
Ok
Ca
On
Yoooooooooo
Non
mieux
Moi
Dsl
Ok
Ecoute
Oki
Ok
Classes
Salut
Coucou
Tu
Oui
Kinder
Merci
Il
Papy
Will
Salut
Ok
Chouuu
Areettteee
Ciao
Ciao
<
Pareil
Juste
Soit
T
Oui
Je
Ya
Aaa
Hey
Ca
A
Ça
Oui
Je
J
Ok
Ma
Oui
Fo
Tintiet
<
Ciao
Très
Beh
Tme
Et
Jsuis
A
T
Si
Ce
Jai
Si
Yaaa
Jtapel
Yep
T'as
Alors
R.I.P
Alors
Alors
Merci
Seriously
C'est
A
Plonge
Cuisine^^
Pourquoi
Je
Ah
C'et
Je
ça
Oui
Mais
Dilemme
Meme
Je
XD
C'est
Ouais
Je
Yep
Coucou
Je
Coucou
La
Coucou
Ca
T'es
A
Le
Espèce
Oui
Je
Vous
Pas
Viens
Je
J'ai
C'est
C'est
Beh
Je
g
Ah
Mm
XD
On
A
^^
Lequel
Salut
Enseigner
Et
Ben
Oui
Tu
J'étais
Bon
Oui
XD
Jme
Cc
Ah
Sa
Ahh
Merde
Ta
Sur
J'ai
Oui
Ouai
Tout
Tu
Ok
Mains
Elle
Les
Je
Jvais
Je
Coucou
On
Et
Tu
Thabite
Et
Bonne
Ouai
Ouai
Putain
Il
Joyeux
Bien
Ouaii
Je
Ouai
Aucune
T
G
Ben
Lol
Je
Bon
Jour
Ca
:
<
Ta
Mdr
Nice
Je
K
159
G
J'espère
Hey
Haha
Hey
Ou
Attends
Sacrée
Mouai
Et
Haha
Ah
Arf
Je
Tu
Il
Maw
Jtd
Fait
Moi
<
C'est
Et
Je
Je
Si
Salut
Take
Ok
Désolée
J'suis
Ouais
Oui
He
Positif
Moi
Mais
Tiens
J'ai
Lol
Moui
Oui
Toi
Allez
Niort
J'ai
Ha
Mdr
Non
Lol
Marque
Tfacon
He
Allez
Madrid
Madrid
Tu
Haaaaaa
Distribue
Tme
Allez
Oui
Et
Ok
C'est
<
Mmm
Devoirs
Ha
Je
Toi
Parce
Mm
Mais
Ouiiiiii
Elle
10
Arrivee
Déjà
Douche
Demain
D'ac
Tme
Bah
De
Un
Bon
Il
Ah
Ben
Tu
Ben
Oui
Si
Je
Alors
Puis
Y
Hahaha
En
Jai
Ben
Oh
J'aurais
En
Voila
<
Mmm
Tant
Ha
Pour
<
Elle
Daccordèon
Coucou
Rien
Il
Jvais
Bon
Comment
Richard
Je
Yo
Je
Il
Merde
Graaaaave
Mdr
A
Lélélélé
<
10
Voila
A
Rtl2
Genre
La
Cc
Yep
Coucou
Ca
Il
<
Bon
Ouais
Plutot
Yes
:
Vous
C'est
Je
Mdr
Oh
Tpeux
D'ac
Colis
Lol
Tu
Haaaa
Je
Oui
Ouuiii
Explique
Sensation
Oh
A
C'Est
Moui
Yo
Lol
Sinon
Cc
J
T'Inquiete
Cc
Bien
J'vais
Coucou
Si
Ok
I
Non
Hey
J'suis
Oh
Jaimerai
Ah
Jarrive
Salut
T'es
Je
Ok
Faut
J'espère
C'est
Au
Oh
Moi
Bien
Nan
On
De
Dac
Moi
Bon
Moi
Allah
C'est
Dac
Bon
L'association
Ok
Et
Tu
Ah
Bonne
Je
Yo
J
Je
Ok.
Ah
Salut
Hi
Ok.
Hello
J'ai
On
Coucou
Ok
Merde
Je
De
Tout
Oui
Bah
Cc
Je
Cc
ça
Cc
Bon
Ah
Hello
Cc
C
Nuit
ça
Comment
Moyen
Oki
Bon
Coucou
Coucou
Si
Ok
Sur
Jai
Ok
On
Bonne
Oui
Ds
Passe
Tien
Je
Nn
Oui
Oh
Euuuh
Mais
Demain
Coucou
Tu
Salut
Frérot
T'as
:
:
T'inquietes
En
Tu
Je
Il
T'as
Ah
Je
J'oscille
:
Du
Je
Ce
Je
Oui
J'en
Oui
9h
Waw
On
Ptdr
Il
Coucou
Je
:
On
Coucou
Le
Je
T'appréhendes
Oui
Tu
Non
Tu
<
On
Il
J'espére
Déja
Coucou
Ils
Bonsoir
J'hallucine
Bah
Oui
Oui
Ouais
Oui
Meme
C'est
J'ai
Bonne
Oui
Suis
Ouais
Ouais
Nan
Alors
Ah
Bien
Hahahahaha
Bonjour
Non
Oui
T'es
Je
Menu
Dsl
Putain
Tu
Ti
Ah
Pourquoi
Je
Bon
Je
Tout
Mouhaha
Je
Finito
Je
Ca
Bon
<
Ok
Ya
Nan
(
Je
Élémentaire
Carrément
Mdr
Ah
Elle
Je
Bon
Je
Is
J'aime
Parfait
Pas
:
Tu
Jtrouve
Ah
Oooh
Coucou
Oui
Tu
Merci
Moi
Oui
GO
n
Tu
à
Fais
Fais
ok
:
de
C'est
ok
Ben
Vi
:
ca
<
Coucou
Bonne
Pas
genial
Merci
Han
Coucou
Pour
ok
bon
Coucou
pizzas
Ouaip
Ok
je
<
Par
<
<
Non
Tsss
Tu
C'est
Yo
Tu
Viens
On
La
Je
Pour
Je
C'est
<
Best
Je
Okay
Bonjour
Aucune
Je
14:09
OUI
Y
Ils
5
Merci
C'est
T'es
On
Ta
Ces
Tu
T'es
Félicitations
N'empeche
Fais
Awwwwww
Essaye
Je
Ne
Il
Oh
Tant
Obstacle
C'est
Antibes
Ravie
Alors
<
Oh
Bon
Elle
La
Bonne
Didonc
Comment
Si
Attends
Ah
Truffe
Alors
<
Ps
Et
Fait
OK
On
<
Tu
Tout
Courage
Tu
Je
Merci
Il
<
Non
Oui
Nan
<
Coucou
Nan
Merci
Ok
Tes
Ta
Ca
Ils
oki
Il
Il
Mais
<
Je
Je
Baaaaaaaaaaaaaaaa
Jregarde
On
Mon
Jtm
Tu
Cherie
Cheriiiie
Montpellier
Ps
Oooh
Ecoute
<
Ma
Ben
Trop
Ca
T'as
<
Chérie
Ils
Nn
Un
Putain
Tu
Tant
Ba
2h30
Tu
Je
Alors
J'tai
Debout
Oops
Ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah
En
Oui
J'ai
Étouffe-toi
T'es
2
Lu
On
Tu
Nope
J'ai
Il
J'aime
Un
Lu
On
Certains
You
``
LT
Pour
Ouais
300
Ok
Putain
Le
mème
Y
Je
On
``
Je
T'avais
Suck
Mais
Je
Une
Elle
Nan
Free
Désolée
Emboucaner
Of
Moi
``
ça
Hallo
Alors
Twihard
Ptain
Demain
Qd
Vendu
Yep
Emmène-moi
Emmène-moi
Et
On
Sayé
C'est
Ps
Dis
J'finis
J'ai
Ma
Ouai
J'en
Je
1
J'ai
ça
Mais
Dis
Bon
Désole
Tu
Ma
Juste
Tu
Oh
La
Je
Je
Tu
Normalement
Holà
Vu
Je
Viens
Bon
Le
<
Il
Oki
Je
Je
Ah
C'est
On
Le
Alors
Quelle
On
Cours
Oui
T'as
Message
Jviens
Ce
Aahahah
Bababababab
Coucou
SOON
Oui
Bienvenue
Parce
Mais
Aloooooors
Tu
T'as
Tu
Coucou
Tu
Qu'est-ce
T'es
Jsai
Par
Elle
Mexique
Oki
Ca
Hmm
Je
J'espère
Je
Y
Kel
Contente
Impossible
Ok
<
Un
Roh
Ok
Putain
Ok
Il
<
T'habites
Merci
Je
Tirelipinpon
Tain
Gagner
Ton
Les
Je
2
T'imagine
<
J'attend
J'ai
Ils
Putain
Pkoi
C'est
Dsl
Alors
Moi
Oki
Bonne
Il
Cété
Merci
FML
Mais
Argh
Punishment
Coucou
Btw
A
<
Btw
Nan
Ah
<
Je
Je
Ya
Je
Laisse-toi
N'oublie
Salut
Ouais
Toi
HAN
Techniquement
Plop
Mere
Je
Est-ce
Je
Ok
D'accord
Super
Pas
<
J'entends
Ta
<
Je
Ok
Ok
Tu
Tu
Reçu
Et
Répondu
Salut
Il
Envoyé
After
Tu
Reçu
Hin
Coupe
Répondu20
J'ai
Amy
Je
Moi
Je
Hé
Je
Merci
Hey
Deux
J'espère
N'allons
Moi
Ouais
Je
Tu
Repondu
Ta
Ok
Envoyé
Ci
Ma
Et
Reçu
Poulette
J'ai
Ouais
Cool
Que
Je
Tu
Reçu
Alors
Oui
Lu
Hello
<
Loooool
Bravo
alors
Mais
Rdv
Loooool
J'ai
Mdrrr
Analyse
Tu
La
Comment
19h
Il
Alors
Bah
Alors
Penses
C'était
Demain
On
Where
Mdr
Parce
Pas
Je
Coucou
Jsui
Ct
Je
J'en
Nn
C
Oui
Comment
Ah
Elle
Coucou
Trop
Salut
Ok
Mon
J'en
Ok
Nop
J
Tu
T'es
J'ai
Tu
Salut
Euh
Oui
Coucou
Pourquoi
Nn
Ah
Tu
Oui
On
Envoi
Alors
C
Lu
C'est
Pour
<
Hein
Haaaa
Bon
Justement
Ha
Pfou
Lol
Tu
Et
Tot
Tvas
J'etais
Ben
Que
Mdrrrr
Mais
Oui
Tu
Je
ça
Tu
Lol
Ouep
Ouais
On
Salit
Ca
Lol
Donc
Le
X
Mais
Justement
Et
enorme
Mais
Mais
Mais
Where
Are
Genre
Tu
Mdr
ça
Je
Tu
Au
Elle
Merci
Merde
J'aurai
C'est
Ouais
L'amour
Apparement
La
Ouais
Parce
Mon
Bah
Non
Le
Tfk
10
Il
Jamais
Train
Kom
Oui
18h18
Ben
Nan
je
Alors
Tu
Je
Je
Mdr
Oué
Ah
Je
Et
Si
Pb
J'ai
Happy
Ok.
C'etait
Envoyer
Petit
Je
N'oubli
A
Envoyer
Plus
Alors
Nan
Genre
Olol
Le
Secret
Ho
Tmtc
Jtd
Jtm
Cc
Mais
Très
Whyyyy
Si
Et
Nn
Ben
C'est
Alors
Enorme
J'ai
un
Fou
Hey
Mdr
J
Elle
Elle
Si
Ok
J'ai
Coucou
Moi
Ce
Coucou
Ben
Elle
Avc
Un
Mon
Je
C'est
Rien
Chui
Ok
Ca
Ouais
Ben
Ben
Tout
Sa
Ben
C'est
Mais
Combien
Tkt
Allez
Je
Mais
Plus
Elle
Je
Après
Je
Genre
Elle
Elle
Les
C'est
Mais
Je
Okk
Faut
Euuh
Comment
Ah
Euuh
La
Lol
Bouh
Compilations
Autre
Merci
Envoyer
Koi
D'accord
Lordi
Envoie
Coucou
Koi
Ué
Ué
Mdr
Coucou
Dsl
Xd
Bah
Je
(
Je
Ah
Ton
Et
?
Nan
Lol
Mais
Fini
Passe
Salut
Voiture
Ah
Oui
Bon
Ah
Tu
Ah
X
J
Di
Pas
Ok
C'est
Ah
Suis
Tu
Oki
Pas
Ton
Ok
Alors
Heyyyy
Haha
Hehe
Pour
Oui
Ben
Non
Bon
Pas
8h15
Juska
Youpi
Ok
Raconte
Passe
Ne
salut
Bonne
Vs
E
Vs
Nnpaq
Les
En
Je
De
C
Merci
Parfait
Oui
Je
Dsl
T
La
La
Je
Jsuis
Donne
<
Courage
Non
Débilos
Si
Force
Je
Vs
Oui
Lance
Super
Quand
Tu
Réponse
Jsais
Réponse
Yessss
Attend
Jsais
Mais
Tant
Pas
Merci
Oh
Jamé
Il
Ennuie
Et
Merde
A
Appelle
Cc
Et
A
J
Mdr
Non
Trop
Trop
Oh
Tu
Tu
Ah
C
Héhé
Et
Coucou
Yes
Héhé
Revoila
Ca
Ah
Salut
Sur
Lol
Foutre
ça
Tioi
Bah
Rien
Je
On
Lance
Fouuuuuuu
Ok
Si
Oui
Et
O
Dacc
Bin
Je
J
Rigole
Ué
Elle
Oui
Ok
Joue
J
J
Ok
Oui
Oui
Oui
Ok
Pk
ça
Le
Oui
J'ai
Bn
Je
Tkt
J
Moi
Si
Moi
J
Mr
T
I
Cet
Tu
Ouai
UÈ
G
Mdr
<
Jle
Putain
Pareil
Oui
Je
Tu
Comment
Bonne
Alors
En
Quand
Je
Chepa
Alors
Fou
Je
Je
Alors
J'ai
Mille
Une
Wesh
Ué
Sa
Je
Ya
Canap
Sur
Ou
Dit
Ok
Jsui
Oh
Vais
Heu
Avavnt
Tlechargmen
On
Slt
Je
Jregarde
Daddy
Hahaha
Cool
Hahaha
Ok
A
Ona
Je
Tu
Ba
Ca
Mais
Des
Vu
Oh
Ce
Ué
Ah
Domage
Ya
Il
C
Tag
Et
Boo
Ha
Salut
Pour
On
Ok
Coucou
J
Le
C
C
Chui
Argh
Ok
Ct
Ah
Non
Fais
Allé
Ils
Oui
?
Dsl
Aaahh
Aaahh
Nul
J'arrive
G
Tu
Fait
Tu
Ok
Ben
T
Sympa
Magnifik
Ok
Oh
Oui
On
On
Suite
Soirée
Salut
Ben
Ön
Pour
T
On
On
Dsl
Non
Ok
ça
Pa
Non
Yeaaaah
Dslè
Hey
Rien
Té
Ca
Oki
Ok
On
Ben
Cc
J'aimerais
Alors
Je
Ta
Je
Bnui
Les
Oui
Non
Ouai
Nô
Ma
Ok
Oui
Oui
Dis
Ok
Je
Tu
Okk
On
Pour
Ben
Mais
Tu
Put
Tu
Bon
My
Oups
Hello
Bonne
Be
Viens
<
Tu
Pour
Bonjour
Juste
Hahaha
Lu
Salut
Peux
Non
Trop
Hello
Cc
Merci
Bisous
Je
Coucou
Coucou
Bonjour
Yop
Coucou
Alors
Cc
Bine
Aujourd'huis
Je
Bon
D'ac
Coucou
Dans
34
C
Ah
Prend
On
Pas
Dac
New
Je
T'manges
J'avais
Ouki
Coucou
Super
Ca
Un
Qui
yo
Ah
T
Jtaten
Je
Elle
Previen
Bonjour
Tu
KDO
Pk
Lol
Loool.Tu
Amour
Hum
Je
Rep
C'est
Dimanche
Article
Oui
Ok
Coucou
Super
Un
No
Ah
Fais
Economie
Parce
Ampute
Oui
Y
Salut
ça
Le
Tu
Jusqu'ici
Reprends
Coucou
Diable
Non
A
Salut
ça
C'était
Salut
Ouais
Yo
C
Yo
Putain
Au
Ce
Putain
Et
Yo
The
Nan
Cours
Yo
Yo
ça
L'Inter
Yo
Yo
Blurb
Yo
Bon
Nique
Oui
....
TG
Bonjour
Pfff
On
C'est
<
:
Nan
Nan
Nan
C
C'est
TP
Manque
Diaw
ça
Le
Rubio
Quelle
Dans
-13
J'ai
Yo
Coucou
Oui
Merci
Yo
Eh
Pas
Bonjour
Coucou
Coucou
Coucou
Prends
C'est
Du
:
Bonjour
Cc
J'aurais
Salut
Salut
Ok
Oue
Haha
Alors
:
Rien
T'as
Est
Au
Tu
Yo
Je
Ca
Bonsoir
Bonjour
Bonjour
Et
A
Yo
Yo
Lettre
Ok
Yo
Faut
Non
Bon
Bonjour
Merci
Aie
Je
NON
Trop
Diantre
Pourquoi
J'ai
Jv
Je
?
Toujours
Grand
Fi
Bon
Tres
Wurgh
Merci
<
Je
Juste
Alors
Bien
Et
Elle
Merci
Merci
Hello
Petite
Nan
Ah
Need
Je
Le
Ben
Et
Connais
Ohh
Les
Il
Pas
Une
Tu
Okk
Avec
Dsl
Faut
Comme
Excuse
Coucou
Whesh.
Ben
Ch
Laisse
Ce
Ben
Nn
Elle
Je
On
Ben
Que
On
Non
Jeudi
Toujours
HÉ
ben
Mdrrrr
Skype
Tu
Tu
Consommation
Revenu
Magret
Épargne
Pas
Lol
T'as
Qu'est
LOL
Ok
Je
Tu
Coucou
Ok
Coucou
Non
Hey
Ayé
Cc
En
C'est
Bn
Bonjour
Yep
Oki
Si
Les
Merci
Jaimerais
Je
Aujourd'hui
C'est
Il
Il
Je
J'aurais
Il
Trop
Si
Ptdr
Viens
Plus
Oui
Bien
Désolée
Ouais
T'es
Tu
Ils
Tu
Pk
Pc
Oui
Ouais
Il
Oui
Peut
Bah
Coucou
Oui
Mercredi
Demain
Trop
Cc
Euh
Bein
Oui
Ct
Non
Purée
Crois
J'ai
Oui
Ah
Regarde
Non
Coucou
Dis
C
:
Ok
Naannn
Oui
Non
Il
Tu
Ah
Je
Cc
Cc
Franchement
Coucou
?
Oh
Re
Ok
Ok
Ben
CA
Il
Selon
De
Non
Jsuis
Et
Tu
Je
Promis
Mais
Tu
Non
T'es
C'est
Oui
La
Mais
Coucou
il
Pas
Ron
Zavtra
Qu
Bon
Ah
T'es
Non
Ouais
Tu
Ca
Demain
Salut
Le
Ta
É
La
Ok
Info
<
<
Et
Wonderful
<
Mdrrr
Roooo
Oue
Alors
Comme
G
Mais
T'as
Mercredi
C'est
C'est
Normalement
Hello
Autant
C'est
Et
En
Commentaire
J'ai
Non
6200
